Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Senegal,World,Intermediate goods,Export,Export Product share(%),     35.92,     37.62,     41.84,     47.93,     49.34,     41.78,     37.22,     30.54,     34.42,     28.55,     31.71,     36.58,     38.60,     50.58,     34.23,     36.55,     43.32,     50.75,     39.09,     42.66,,,,,,,,
Senegal,World,Mach and Elec,Export,Export Product share(%),      3.17,      3.12,      2.12,      3.25,      2.40,      2.56,      2.30,      3.47,      2.77,      3.62,      3.65,      2.06,      2.10,      2.24,      3.19,      2.48,      2.29,      2.62,      1.57,      1.14,,,,,,,,
Senegal,World,Metals,Export,Export Product share(%),      3.54,      4.86,      6.34,      7.23,      7.28,      5.95,      5.42,      7.06,      5.85,      3.97,      2.79,      3.09,      2.21,      2.29,      1.78,      2.17,      3.12,      3.27,      2.96,      3.53,,,,,,,,
Senegal,World,Minerals,Export,Export Product share(%),     13.88,      9.93,      8.06,     10.67,     11.10,     11.12,      9.21,      7.57,      7.70,      7.09,      5.39,      4.96,      3.81,      6.80,      5.02,      5.02,      9.70,      7.46,     12.06,     11.69,,,,,,,,
Senegal,World,Miscellaneous,Export,Export Product share(%),      6.46,      0.40,      0.44,      0.36,      0.37,      0.45,      0.44,      0.61,      0.62,      0.46,      1.51,      0.62,      0.91,      0.98,      0.65,      0.77,      1.35,      0.52,      0.36,      0.38,,,,,,,,
Senegal,World,Plastic or Rubber,Export,Export Product share(%),      1.63,      1.63,      1.46,      1.62,      1.36,      1.77,      2.61,      2.10,      2.72,      2.31,      2.20,      2.15,      2.28,      3.08,      2.15,      1.70,      2.64,      3.02,      1.12,      1.15,,,,,,,,
Senegal,World,Raw materials,Export,Export Product share(%),     21.27,     21.22,     18.75,     14.96,     15.71,     15.32,     14.47,     14.37,     22.63,     23.19,     23.03,     25.91,     21.25,     10.42,     33.69,     36.52,     15.04,     15.19,     22.82,     23.04,,,,,,,,
Senegal,World,Stone and Glass,Export,Export Product share(%),      9.98,     12.97,     14.43,     14.30,      9.89,      9.68,      9.23,      1.16,      1.13,      1.21,      0.64,      0.42,      0.29,      0.36,      0.26,      0.26,      0.45,      0.38,      0.27,      0.21,,,,,,,,
Senegal,World,Textiles and Clothing,Export,Export Product share(%),      1.76,      2.19,      1.88,      1.42,      1.34,      1.41,      1.50,      1.67,      2.67,      2.41,      2.22,      2.97,      3.57,      2.95,      1.69,      1.53,      2.71,      5.27,      6.69,      6.49,,,,,,,,
Senegal,World,Transportation,Export,Export Product share(%),      0.88,      0.94,      0.79,      2.52,      1.35,      1.99,      6.37,      3.72,      2.77,      2.61,      8.53,      2.06,      3.57,      1.24,      1.45,      0.97,      8.72,      1.95,      2.40,      3.21,,,,,,,,
